cadet_id,grad_year,academic_major,is_ic,squadron,gpa,pea,avg_study_hours
C00635,2030,Biology,1,32,2.69,3.02,18
C00892,2030,Undeclared,0,11,1.48,2.35,13.8
C02507,2030,Civil & Environmental Engineering,0,24,2.9,1.75,19.2
C01688,2030,Undeclared,0,24,2.48,2.48,13
C03691,2030,Undeclared,0,8,3.08,2.28,17.9
C02461,2030,Computer Science,1,3,3.11,3.11,17.8
C01826,2030,Systems Engineering,1,19,3.56,2.94,22.6
C04027,2030,Undeclared,0,9,2.26,1.24,14.9
C00619,2030,Military & Strategic Studies,0,34,1.91,2.18,14.1
C00102,2030,Undeclared,0,35,1.49,1.43,13.3
C02568,2030,Undeclared,1,20,3.27,2.1,17.3
C03446,2030,Undeclared,0,12,2,2.76,9.9
C02644,2030,Undeclared,1,5,2.62,3.77,8.9
C00033,2030,Astronautical Engineering,0,27,2.62,2.42,16.7
C00659,2030,Undeclared,0,32,2.7,0.89,15
C01214,2030,Undeclared,0,8,3.01,1.57,19
C00569,2030,Management,0,27,2.41,2.58,16.5
C03913,2030,Undeclared,0,27,2.74,2.34,18.4
C00183,2030,Aeronautical Engineering,1,29,2.18,2.89,13.5
C00843,2030,Undeclared,0,39,3.42,1.68,25
C02338,2030,Mechanical Engineering,0,3,4,2.68,22
C01230,2030,Undeclared,0,9,2.62,1.55,17.2
C03193,2030,Undeclared,0,4,1.74,1.78,13
C01908,2030,Undeclared,0,40,2.09,2.11,11.7
C00184,2030,Undeclared,1,25,2.41,2.7,14.3
C02393,2030,Undeclared,1,13,2.53,2.99,17.3
C01050,2030,Undeclared,0,30,3.63,1.84,16.5
C02385,2030,Undeclared,0,31,3.67,3.15,21.1
C01468,2030,Undeclared,0,21,2.83,2.43,11.8
C03865,2030,Undeclared,0,18,2.3,2.54,19.7
C02202,2030,Undeclared,1,12,3.16,3.16,19
C00906,2030,Undeclared,1,18,1.4,2.78,10.7
C00119,2030,Undeclared,0,30,2.35,2.33,15.6
C01032,2030,Civil & Environmental Engineering,0,33,2.22,3.09,18.7
C02179,2030,Civil & Environmental Engineering,1,17,4,3.49,23.6
C03551,2030,Systems Engineering,0,37,3.25,1.81,23.6
C02314,2030,Undeclared,1,40,1.85,4,12.7
C03830,2030,Undeclared,1,29,3.84,3.55,15.3
C01295,2030,Undeclared,0,5,3.03,1.74,18.8
C00449,2030,Undeclared,1,36,1.9,3.4,13.6
C00221,2030,Undeclared,0,9,2.9,2.05,14.1
C03626,2030,Undeclared,1,40,2.01,3.47,15.3
C00708,2030,Undeclared,1,10,2.4,3.73,9.4
C02098,2030,Undeclared,0,40,2.29,2.92,16
C01354,2030,Undeclared,0,34,2.88,2.08,13
C01222,2030,Undeclared,0,37,2.79,2.12,18.3
C03342,2030,Aeronautical Engineering,0,5,2.12,1.94,21.9
C00095,2030,Management,1,20,2.08,3.4,8.8
C03499,2030,Cyber Science,0,34,2.81,1.86,19.9
C01093,2030,Physics,1,19,2.02,3.12,16.1
C03181,2030,Undeclared,0,5,2.22,1.27,15.6
C03994,2030,Undeclared,1,4,3,3.01,12.2
C00504,2030,Biology,1,25,2.33,2.84,17.1
C00464,2030,Undeclared,0,19,2.06,2.39,16.3
C02319,2030,Legal Studies,0,20,2.43,1.68,17.4
C01176,2030,Military & Strategic Studies,1,6,1.99,3.17,12.2
C03566,2030,Undeclared,0,6,2.66,2.03,17.9
C01224,2030,Undeclared,1,16,1.78,3.58,19.7
C03604,2030,Undeclared,0,36,2.91,1.53,18
C01440,2030,Systems Engineering,1,27,3.64,2.21,18.1
C03259,2030,Undeclared,0,3,3.24,2.51,16.1
C00218,2030,Economics,0,17,2.24,3.04,19.6
C00609,2030,Undeclared,0,8,2.56,1.88,18.9
C02099,2030,Undeclared,0,17,3.77,1.88,20.2
C03057,2030,Undeclared,0,36,2.67,1.29,18.1
C03642,2030,Undeclared,0,21,2.85,2.84,21.8
C00872,2030,Undeclared,0,16,2.14,2.41,14.4
C01473,2030,Undeclared,0,27,3.89,2.15,25.6
C02241,2030,Undeclared,1,22,2.3,2.96,11
C00177,2030,Mathematical Sciences,1,2,1.8,3.55,16.7
C00014,2030,Undeclared,1,5,2.38,2.76,9.1
C00379,2030,Undeclared,0,38,2.92,1.12,13.6
C02264,2030,Economics,0,21,2.18,2.45,16.7
C02899,2030,Undeclared,0,27,1.48,2.7,18.5
C02286,2030,Military & Strategic Studies,1,9,1.45,2.53,11.2
C03940,2030,Undeclared,0,17,2.28,2.83,13.8
C01321,2030,Astronautical Engineering,0,6,3.7,1.16,25.3
C00188,2030,Political Science,0,19,1.91,1.63,14.7
C01816,2030,Computer Science,0,17,3.27,2.39,23.4
C00903,2030,Undeclared,0,18,2.57,1.96,19.7
C00787,2030,Undeclared,1,15,2.86,2.49,12.5
C01843,2030,Biology,1,11,1.62,2.72,18.1
C00161,2030,Undeclared,1,35,2.81,2.52,9.4
C03854,2030,Philosophy,1,5,2.03,3.04,17.1
C00210,2030,Undeclared,0,28,2.18,2.86,15.1
C02355,2030,Civil & Environmental Engineering,0,14,1.74,2.67,19.7
C00999,2030,Undeclared,0,34,3.45,1.63,22.6
C01341,2030,Undeclared,0,21,3.78,2.6,17.8
C02991,2030,Computer Science,0,16,2.62,2.61,19.9
C00006,2030,Physics,1,35,1.95,3.81,13.5
C02753,2030,Undeclared,0,21,3.11,1.36,15.6
C02492,2030,Undeclared,0,7,2.5,3.11,17.5
C00827,2030,Military & Strategic Studies,1,15,2.92,3.31,12.7
C02430,2030,Undeclared,0,14,2.19,2.07,11.9
C02478,2030,Economics,0,25,3.8,2.68,16.5
C02154,2030,Biology,1,36,2.63,2.81,14.9
C01630,2030,Undeclared,1,33,2.73,2.61,13.4
C01298,2030,Undeclared,1,18,2.21,2.81,12
C02480,2030,Undeclared,0,34,3.44,2.38,20.9
C01638,2030,Undeclared,0,20,2.01,2.14,14.8
C02911,2030,Undeclared,1,6,1.48,2.62,10
C02850,2030,Undeclared,0,30,3.5,2.16,16.6
C03496,2030,Chemistry,1,17,2.96,3.14,20.8
C00889,2030,Astronautical Engineering,0,40,2.98,2.39,24.8
C02361,2030,Mathematical Sciences,0,13,2.15,2.34,13.3
C02156,2030,Computer Science,1,36,4,3.81,25.1
C03080,2030,Chemistry,0,38,2.46,2.07,19.7
C01314,2030,Undeclared,1,10,2.55,4,15.5
C03528,2030,Undeclared,0,32,3.27,2.24,18.6
C00912,2030,Undeclared,0,22,3.34,2.13,21.1
C01091,2030,Civil & Environmental Engineering,1,7,2.91,3.43,18.9
C02680,2030,Undeclared,1,23,2.79,3.72,15.3
C03053,2030,Undeclared,1,35,1.37,3.51,9.6
C01502,2030,Systems Engineering,0,15,2.16,2.01,14.6
C02535,2030,Undeclared,1,24,2.57,3.88,13.4
C01348,2030,Computer Science,0,4,2.85,1.44,20.2
C01235,2030,Undeclared,1,16,2.14,2.36,14.2
C00552,2030,Political Science,0,3,3.13,2.33,14.4
C03283,2030,Undeclared,0,36,1.77,2.76,17
C00149,2030,Political Science,1,12,2.42,2.41,16.4
C01424,2030,Military & Strategic Studies,0,30,1.47,2.37,18.8
C00100,2030,Undeclared,0,14,2.7,1.79,13.6
C02500,2030,Cyber Science,0,22,2.99,3.34,19.9
C01531,2030,Undeclared,1,31,2.44,3.17,12.7
C03140,2030,Behavioral Sciences,0,6,2.21,2.57,14.2
C00596,2030,Civil & Environmental Engineering,0,33,3.7,1.72,22.7
C01680,2030,Undeclared,0,26,2.44,1.61,16.6
C02579,2030,Undeclared,1,20,2.48,3.15,13.1
C01257,2030,Undeclared,1,15,2.61,3.68,7.9
C00315,2030,Undeclared,0,31,2.04,1.94,14.3
C03147,2030,Undeclared,0,7,2.11,2.67,15.8
C00418,2030,Physics,0,33,2.69,2.13,23
C03761,2030,Undeclared,0,32,2.41,2.28,12.9
C01903,2030,Undeclared,1,7,2.28,3.92,10.1
C02615,2030,Biology,0,21,3.4,2,25.1
C02817,2030,Undeclared,0,39,2.84,1.35,17.7
C02342,2030,Undeclared,0,1,1.14,2.41,17
C02203,2030,Undeclared,1,24,2.38,3.81,16.8
C03093,2030,Undeclared,0,40,2.19,1.71,11.8
C02160,2030,Undeclared,0,25,1.62,3.22,15.2
C02525,2030,Economics,0,29,1.66,2.89,19.2
C02072,2030,Undeclared,1,27,3.1,4,9.3
C02025,2030,Undeclared,0,25,2.16,1.72,14.4
C02549,2030,Undeclared,0,21,1.84,2.08,10.2
C01516,2030,Undeclared,0,1,2.17,1.4,17.2
C03684,2030,Undeclared,0,8,2.17,1.54,17
C01662,2030,Management,1,15,0.89,3.16,8.2
C03721,2030,Political Science,1,22,1.94,3.95,20.4
C03320,2030,Undeclared,1,21,2.01,3.28,11.8
C03291,2030,Biology,0,39,2.77,1.39,16.8
C01189,2030,Aeronautical Engineering,1,8,3.26,2.75,18.4
C01766,2030,Philosophy,0,5,1.71,2.41,10.9
C00979,2030,Undeclared,1,37,2.72,4,15.4
C00387,2030,Undeclared,0,25,0.97,2.23,14.2
C00973,2030,Undeclared,0,3,1.31,0.73,12.6
C00772,2030,Undeclared,1,7,2.4,3.78,18.2
C02332,2030,Undeclared,0,10,1.91,1.91,10.9
C00576,2030,Undeclared,1,25,1.67,3.1,9.8
C02343,2030,Undeclared,1,8,3.15,3.72,18.4
C01332,2030,Undeclared,0,19,2.62,1.52,18.4
C00842,2030,Undeclared,0,5,2.16,1,11.9
C01814,2030,Undeclared,0,37,2.43,3.19,15.8
C02848,2030,Undeclared,1,24,2.34,2.89,10.7
C02208,2030,Undeclared,0,28,2.11,2.48,12.9
C01400,2030,Chemistry,0,25,2.36,2.4,16.6
C01882,2030,Undeclared,1,11,1.17,3.25,13.5
C03204,2030,Foreign Area Studies,1,39,2.76,2.44,22.8
C03308,2030,Undeclared,0,9,2.12,1.83,16.7
C00918,2030,Undeclared,0,24,3.13,1.96,23.7
C03340,2030,Undeclared,0,36,2.85,1.81,21.2
C00573,2030,Legal Studies,0,18,3.18,2.51,14.1
C03572,2030,Undeclared,0,31,2.55,1.96,19.9
C01583,2030,Undeclared,0,17,1.82,1.55,15.7
C00055,2030,Undeclared,0,17,4,2.41,17.3
C02354,2030,Management,1,21,2.17,3.23,9
C02206,2030,Undeclared,1,29,2.3,3.18,11.3
C03030,2030,Behavioral Sciences,0,30,2.65,2.95,19.3
C01374,2030,Undeclared,1,27,2.08,3.73,10.5
C01023,2030,Legal Studies,1,23,2.39,3.69,13.6
C00133,2030,Undeclared,0,23,1.99,1.82,15.6
C01664,2030,Undeclared,0,33,2.43,1.71,10
C02331,2030,Undeclared,1,29,2.1,2.96,10.8
C02285,2030,Management,0,11,2.92,1.49,16
C03066,2030,Undeclared,1,8,2.97,4,14.8
C03714,2030,Mathematical Sciences,0,24,2.6,2.33,19.2
C02639,2030,Undeclared,0,2,2.92,2.92,17.4
C03631,2030,Undeclared,0,37,2.54,2.71,11.2
C01939,2030,Undeclared,0,35,2.63,2.11,14.9
C02666,2030,Undeclared,0,18,1.59,3.14,13
C03254,2030,Undeclared,1,1,1.98,4,11.3
C01457,2030,Undeclared,0,17,2.03,3.14,16
C01434,2030,Mechanical Engineering,1,5,2.12,2.46,14.6
C00988,2030,Undeclared,0,40,1.92,2.74,15.4
C02276,2030,Undeclared,1,6,3.18,3.41,17.3
C03805,2030,Undeclared,0,30,3.19,1.4,13.1
C02180,2030,Cyber Science,0,39,2.38,2.76,20.9
C01061,2030,Undeclared,1,21,2.34,3.39,10.7
C01506,2030,Undeclared,1,17,3.16,2.69,11.1
C01836,2030,Undeclared,1,36,2.38,2.95,9.4
C00459,2030,Cyber Science,0,29,3.37,1.49,22.1
C00104,2030,Astronautical Engineering,1,23,2.01,2.81,11.7
C02643,2030,Undeclared,1,11,0.78,3.3,11.7
C01476,2030,Undeclared,1,33,2.91,3.08,12.9
C03914,2030,Undeclared,0,14,2.02,2.18,16.2
C04001,2030,Civil & Environmental Engineering,0,34,3.3,3.33,22.4
C03709,2030,Undeclared,0,24,2.1,1.67,17.6
C01008,2030,Undeclared,1,32,3.79,2.64,18
C03549,2030,Undeclared,1,13,1.96,3.57,9.8
C02710,2030,Foreign Area Studies,0,16,1.39,2.29,24.2
C00722,2030,Undeclared,0,12,2.4,3.4,14.5
C02217,2030,Undeclared,1,27,2.36,3.82,16.5
C01141,2030,Undeclared,0,12,2.57,2.22,18.8
C01409,2030,Undeclared,1,37,1.82,3.14,14.8
C00597,2030,Undeclared,0,24,2.95,2.71,12.2
C03844,2030,Undeclared,0,35,2.5,3.04,14
C01707,2030,Undeclared,1,3,3.19,4,13
C02119,2030,Undeclared,0,21,1.91,2.02,19.5
C01945,2030,Undeclared,0,11,2.13,2.6,15.7
C00571,2030,Aeronautical Engineering,0,22,2.37,2.62,17.3
C03852,2030,Undeclared,1,4,1.61,3.81,6.9
C02909,2030,Undeclared,1,36,1.62,3.11,9.3
C00228,2030,Undeclared,1,37,1.4,3.6,9.8
C00332,2030,Systems Engineering,1,14,1.7,2.76,13.4
C03705,2030,Cyber Science,1,18,3.07,2.9,15
C00206,2030,Undeclared,0,40,2.55,1.92,16.1
C02858,2030,Undeclared,0,4,3.39,2.21,19.9
C01950,2030,Undeclared,0,34,1.47,3.52,18.2
C00512,2030,Undeclared,0,38,2.25,2.16,13.1
C01849,2030,Management,1,12,2.77,3.35,16.5
C01549,2030,Economics,0,19,1.63,2.9,14
C01098,2030,Foreign Area Studies,0,13,2.66,2.75,16.6
C02871,2030,Undeclared,0,40,3.66,3.34,17.3
C00746,2030,Undeclared,0,33,2.07,2.2,17.5
C01953,2030,Undeclared,0,8,2.9,2.13,18
C03260,2030,Systems Engineering,1,1,2.07,3.14,12.5
C01437,2030,Behavioral Sciences,1,12,2.67,2.58,15.1
C01390,2030,Geospatial Science,0,18,2.03,1.85,18.2
C00070,2030,Undeclared,0,33,2.95,2.27,15.1
C02360,2030,History,1,18,0.76,3.49,10.2
C01555,2030,Undeclared,0,34,2.24,2.5,16
C03682,2030,Undeclared,0,13,2.72,2.03,16.3
C02672,2030,Undeclared,1,11,2.71,3.35,12
C00176,2030,Aeronautical Engineering,1,39,3.24,3.03,18.2
C00254,2030,Undeclared,0,38,2.7,2.13,21.4
C04015,2030,Undeclared,0,9,2.65,0.91,14.3
C03137,2030,Undeclared,0,32,3.22,2.56,19.2
C00981,2030,Undeclared,0,13,1.83,1.33,14.6
C02582,2030,History,1,14,2.07,2.84,20.4
C03504,2030,Undeclared,1,30,2.95,3.12,17.7
C00410,2030,Undeclared,1,17,2.9,2.43,15.5
C00677,2030,Undeclared,1,6,3.68,4,10.8
C02521,2030,Undeclared,1,10,2.2,2.63,11.6
C02794,2030,Undeclared,1,8,2.6,3.47,15.8
C01211,2030,Undeclared,0,27,2.16,2.13,14.3
C03110,2030,Undeclared,1,8,1.81,3.2,7.8
C00458,2030,Undeclared,1,5,1.36,2.83,13.3
C03985,2030,Undeclared,0,11,2.15,2.27,17.4
C03513,2030,Undeclared,1,16,2.84,3.38,13.3
C01378,2030,Undeclared,0,29,2.28,3.03,19
C02881,2030,Civil & Environmental Engineering,0,21,1.99,1.74,21.6
C01435,2030,English,0,38,2.3,2.33,24
C01744,2030,Management,1,36,1.25,2.99,12.4
C02970,2030,Undeclared,1,2,1.84,2.57,14
C03275,2030,Undeclared,1,10,2.14,3.17,9.6
C03918,2030,Undeclared,0,31,1.49,2.7,17
C01532,2030,Undeclared,0,25,2.5,1.66,18.1
C03356,2030,Undeclared,1,12,1.67,2.77,10.3
C00961,2030,Undeclared,0,25,3.62,2.25,21.4
C02326,2030,Undeclared,0,18,2.07,2.66,14.5
C01372,2030,Aeronautical Engineering,1,29,2.23,3.79,23
C01930,2030,Undeclared,1,28,1.5,3.57,11.4
C03823,2030,Undeclared,0,34,2.14,2.46,16.7
C00101,2030,Electrical & Computer Engineering,0,4,2.03,2.31,20
C01170,2030,Undeclared,0,6,2.69,2.56,9.9
C01158,2030,History,0,24,1.95,2.21,17.9
C00310,2030,Undeclared,0,23,1.9,2.86,18.9
C00222,2030,Undeclared,0,37,3.1,3.02,17.2
C01174,2030,Undeclared,1,17,1.66,2.73,3.3
C03366,2030,Chemistry,0,31,1.95,2.62,14.9
C03344,2030,Undeclared,0,30,0.84,1.77,14.9
C01551,2030,Undeclared,1,10,3.64,4,15.5
C01095,2030,Undeclared,0,5,2.58,2.42,17.8
C03587,2030,Undeclared,0,31,2.22,1.88,21.8
C02290,2030,Undeclared,0,2,2.7,2.48,16.7
C02433,2030,Undeclared,1,23,3.19,2.57,16.4
C01772,2030,Chemistry,1,7,2.49,3.62,14.5
C01946,2030,Undeclared,0,10,1.39,1.92,15.5
C01443,2030,Undeclared,0,28,2.26,2.6,14.8
C00791,2030,Undeclared,1,29,1.51,3.57,11.4
C02136,2030,Undeclared,1,20,2.29,3.04,14.4
C00393,2030,Undeclared,0,27,0.68,2.74,13
C00899,2030,Undeclared,0,9,3.02,2.88,24.8
C03545,2030,Undeclared,1,18,1.62,2.95,15.2
C03468,2030,Undeclared,0,8,2.04,3.63,15.8
C03955,2030,Electrical & Computer Engineering,0,17,2.15,2.91,17.9
C02137,2030,Undeclared,0,37,2.6,2.03,18.3
C03693,2030,Undeclared,0,30,2.42,1.58,20
C03493,2030,Undeclared,0,2,3.02,2.74,18.8
C00598,2030,Undeclared,1,33,2.38,3.23,15
C03977,2030,Undeclared,0,14,1.62,1.91,12.9
C02846,2030,Undeclared,0,4,2.77,2.21,19.7
C00491,2030,History,1,18,1.74,2.88,9
C01665,2030,Undeclared,1,6,3.21,3.51,17.1
C00669,2030,Mathematical Sciences,0,34,2.95,2.75,18.4
C01234,2030,Undeclared,1,15,1.47,2.95,13.3
C01674,2030,Economics,0,38,2.23,2.25,19.1
C02946,2030,Computer Science,0,22,2.92,1.78,19.5
C03558,2030,Undeclared,1,28,2.68,3.81,20.9
C02670,2030,Undeclared,1,32,2.77,3.72,11.2
C02244,2030,Undeclared,0,25,2.9,2.08,17.1
C03947,2030,Undeclared,0,23,2.06,1.89,19.8
C02805,2030,Undeclared,0,26,4,2.42,17.4
C02691,2030,Systems Engineering,0,18,2.05,2.93,15.5
C00890,2030,Undeclared,0,32,2.1,2.66,15.3
C00058,2030,Undeclared,0,36,2.05,1.9,18.2
C01289,2030,Undeclared,0,21,0.84,1.81,13.5
C02514,2030,Systems Engineering,0,34,4,1.76,26.5
C02006,2030,Undeclared,1,8,1.3,3.38,8.2
C00010,2030,Political Science,1,26,2.05,4,7.1
C02523,2030,Management,1,36,2.37,3.57,18.7
C00051,2030,Operations Research,0,19,2.78,2.16,21.2
C02388,2030,Undeclared,0,1,2.78,2.29,17.1
C00684,2030,Undeclared,0,24,2.65,2.18,17.9
C03600,2030,Undeclared,0,23,3.18,2.43,14.8
C00341,2030,Mechanical Engineering,1,13,2.22,2.95,17.1
C01725,2030,History,0,14,1.31,2.65,17.7
C01065,2030,Undeclared,1,7,3.7,2.84,21.6
C02825,2030,Undeclared,0,35,2.27,2.64,19.8
C00171,2030,Undeclared,1,24,1.45,2.98,8.8
C01353,2030,English,1,31,2.44,3.78,12.9
C03226,2030,Undeclared,1,21,3.75,3.56,14
C00932,2030,Astronautical Engineering,0,5,2.07,2.17,11.8
C01145,2030,Undeclared,0,32,2.07,1.5,13.5
C00118,2030,Undeclared,0,16,2.04,1.93,21.2
C00032,2030,Undeclared,0,37,2.73,2.79,14.5
C02395,2030,Undeclared,0,37,2.27,2.14,12
C02080,2030,Undeclared,1,35,1.51,3.28,9.7
C02894,2030,Undeclared,0,7,3.26,1.97,19.5
C03489,2030,English,0,37,1.3,2.21,9.9
C01471,2030,Undeclared,1,21,2.12,3.56,12.2
C02937,2030,Undeclared,0,24,1.54,2.75,11.1
C00540,2030,Biology,0,4,2.82,2.38,23.3
C03665,2030,Undeclared,0,36,2.6,1.29,18.1
C00386,2030,Mathematical Sciences,1,34,3.5,3.47,16.1
C02424,2030,Undeclared,1,13,1.98,3.41,13.2
C01217,2030,Mechanical Engineering,0,1,2.83,3.05,21.1
C03463,2030,Undeclared,0,1,1.67,1.47,13.1
C03897,2030,Systems Engineering,1,12,1.27,3.79,15.1
C00110,2030,Management,1,34,2.64,3.49,13.1
C02632,2030,Undeclared,0,13,3.16,2.56,18.8
C01238,2030,Undeclared,1,23,1.87,3.58,14.1
C01631,2030,Undeclared,0,32,2.53,3.58,15.4
C00064,2030,Undeclared,1,35,2.44,3.55,13
C02003,2030,Undeclared,0,17,1.94,1.69,15.3
C00545,2030,Undeclared,0,30,2.35,3.52,20
C02497,2030,Undeclared,0,38,2.67,2.54,14.7
C01002,2030,Undeclared,0,12,3.61,2.03,17.4
C02718,2030,Mathematical Sciences,0,12,2.84,1.7,15.3
C00466,2030,Undeclared,1,32,2.47,4,15.6
C03337,2030,Electrical & Computer Engineering,0,7,2.62,1.55,17.9
C02147,2030,Undeclared,0,20,1.88,1.72,12
C00087,2030,Undeclared,1,13,2.37,2.93,10.8
C00514,2030,Management,0,1,2.49,2.05,14.1
C02649,2030,Undeclared,1,12,1.64,2.77,9.8
C00097,2030,Electrical & Computer Engineering,0,14,2.88,2.8,20.4
C01113,2030,Undeclared,0,11,2.37,2.42,16.7
C03742,2030,Systems Engineering,1,39,1.68,3.54,13.3
C01801,2030,Undeclared,0,14,1.9,2.09,10.7
C01933,2030,Undeclared,1,30,2.91,2.78,5.6
C00572,2030,Economics,0,5,2.72,2.68,17.6
C00283,2030,Undeclared,0,15,2.76,1.77,13.3
C03813,2030,Undeclared,0,33,2.61,2.04,18.5
C01742,2030,Undeclared,0,22,1.54,3.01,19.1
C03477,2030,Economics,0,32,1.57,2.5,11.2
C00974,2030,Undeclared,1,3,3.51,2.97,16.5
C03058,2030,Undeclared,0,31,2.89,2.26,16.9
C03346,2030,Undeclared,1,29,1.54,3.82,17.5
C01309,2030,Political Science,0,10,2.32,2.21,12.9
C01496,2030,Undeclared,1,1,3.25,3.54,20.7
C02760,2030,Undeclared,0,11,0.97,1.7,14
C01811,2030,Undeclared,0,15,2.15,2.38,17.9
C02816,2030,Undeclared,0,25,2.06,2.23,21
C00641,2030,Undeclared,0,24,3.74,2.18,17
C02363,2030,Undeclared,1,11,2.3,3.7,14.8
C00715,2030,Undeclared,1,35,1.75,3.25,9
C01594,2030,Undeclared,1,3,2.48,3.18,10.5
C02678,2030,Undeclared,0,32,3.18,1.63,14.2
C00751,2030,Undeclared,0,39,3.77,2.14,15.4
C00124,2030,Undeclared,0,5,3.58,3.2,16.9
C00178,2030,Undeclared,0,2,2.82,1.87,15.2
C03368,2030,Undeclared,0,26,1.63,1.95,14.1
C03598,2030,Undeclared,0,21,2.11,2.35,12.8
C01782,2030,Management,0,12,2.42,2.58,11.6
C01546,2030,Undeclared,0,5,2.39,3.46,17.2
C02606,2030,Undeclared,1,39,2.23,2.92,10.4
C02168,2030,Undeclared,0,32,2.99,2.19,15.5
C01731,2030,Undeclared,0,32,2.12,1.3,18.6
C00226,2030,Undeclared,0,1,1.99,3.34,18.3
C03130,2030,Undeclared,1,27,0.67,3.09,10.7
C00832,2030,Undeclared,1,5,3.27,3.18,15.3
C01199,2030,Civil & Environmental Engineering,0,9,2.85,1.96,22.9
C03119,2030,Undeclared,0,25,1.59,2.39,15.5
C01100,2030,Undeclared,0,37,3.74,2.85,19.3
C01407,2030,Undeclared,0,39,2.38,2.66,14.2
C03261,2030,Undeclared,0,36,2.3,2.1,18.2
C01839,2030,Undeclared,0,5,1.93,2.68,16.1
C00861,2030,Management,0,27,2.22,1.22,12.1
C03974,2030,Undeclared,1,38,3.2,3.41,11.2
C03717,2030,Computer Science,1,32,2.78,2.94,16.5
C03371,2030,Undeclared,0,38,2.29,2.56,18.2
C03556,2030,Undeclared,1,1,3.11,3.02,12
C01525,2030,Undeclared,1,38,1.35,3.32,18.7
C02967,2030,Undeclared,0,14,3.71,1.64,24.7
C01104,2030,Undeclared,0,3,1.25,2.49,11.5
C02751,2030,Undeclared,0,19,2.34,2.08,15.6
C00199,2030,Undeclared,0,18,1.76,3.16,12.7
C01885,2030,Undeclared,1,17,3.3,2.95,11.7
C02699,2030,Undeclared,0,28,1.88,2.05,14.2
C00848,2030,Undeclared,1,39,2.35,2.51,18.9
C00106,2030,Undeclared,0,14,2.21,2.46,16.5
C01542,2030,Undeclared,1,2,3.19,2.97,14.2
C00867,2030,Undeclared,0,10,2.2,2.63,20.7
C00835,2030,Undeclared,1,20,1.82,3.77,17.3
C02973,2030,Undeclared,1,21,2.06,3.81,14.2
C00811,2030,Legal Studies,0,6,2.9,1.86,19.2
C02698,2030,Undeclared,0,39,3.4,1.42,17.6
C03454,2030,Economics,0,37,2.13,2.76,11.5
C01404,2030,Undeclared,1,31,3,4,12.3
C03605,2030,Undeclared,1,25,2.38,3.52,13.9
C00483,2030,Philosophy,0,37,1.51,2,12.9
C02227,2030,Undeclared,0,18,2.39,2.67,20.6
C03520,2030,Undeclared,0,32,2.38,2.4,14.4
C00359,2030,Undeclared,1,8,1.82,3.05,10.1
C02712,2030,Undeclared,0,35,2.15,0.98,16.2
C00525,2030,Undeclared,0,31,3.33,2.55,18
C00345,2030,Undeclared,0,18,2.69,2.35,17.2
C00703,2030,Undeclared,1,12,2.84,3.13,18.7
C00342,2030,Undeclared,0,11,2.24,2.56,9.1
C01726,2030,Management,0,15,3.17,2.69,20.3
C02428,2030,Undeclared,1,26,2.49,2.85,13.9
C03617,2030,Astronautical Engineering,0,37,2.55,1.52,20.4
C03702,2030,Undeclared,1,40,3.17,3.57,15.7
C01318,2030,Undeclared,0,14,2.47,2.19,17.7
C02651,2030,Undeclared,1,10,2.24,2.85,15
C02422,2030,Undeclared,0,30,2.72,2.15,13.1
C02124,2030,Undeclared,0,14,1.62,2.36,17.7
C01603,2030,Undeclared,0,2,1.41,2.83,14.9
C01112,2030,Undeclared,1,1,2.84,3.48,8.2
C03298,2030,Undeclared,0,12,2.8,2.45,18.6
C02577,2030,Computer Science,1,17,2.34,3.79,13.8
C01925,2030,Undeclared,1,13,2.25,2.98,12.3
C02519,2030,Undeclared,0,36,3,2.46,15.3
C04016,2030,Systems Engineering,0,38,2.77,1.93,23.1
C00754,2030,Astronautical Engineering,0,37,2.42,1.77,21.1
C02462,2030,Undeclared,1,22,1.87,3.1,6.3
C02926,2030,Undeclared,0,13,3.78,1.83,18.5
C03507,2030,Cyber Science,0,11,2.84,2.73,16.5
C02002,2030,Undeclared,0,3,3.8,1.06,9.4
C01122,2030,Undeclared,0,32,2.95,1.98,18.4
C00437,2030,Undeclared,0,13,1.92,1.43,14.8
C00092,2030,Management,0,38,2.13,2.13,12.4
C01163,2030,Undeclared,0,12,1.75,1.58,18.3
C02510,2030,Management,0,18,2.62,2.06,9.7
C02584,2030,Undeclared,0,3,2.74,3.15,18.3
C01837,2030,Undeclared,0,21,2.68,2.14,16.5
C02629,2030,Economics,0,23,1.81,3.52,14.9
C03737,2030,Undeclared,1,38,2.92,3.08,15.4
C00745,2030,Undeclared,0,35,3.87,2.32,18.6
C00817,2030,Management,1,17,1.84,3.02,6.6
C02687,2030,Undeclared,0,1,2.64,2.2,21
C02573,2030,Undeclared,0,15,2.25,1.73,14.9
C01446,2030,Cyber Science,0,31,2.32,2.05,18.9
C01714,2030,Undeclared,0,37,2.49,2.74,16.8
C00373,2030,Undeclared,1,1,3.07,3.17,15.7
C03419,2030,Undeclared,0,10,3.61,1.92,20.4
C03752,2030,Electrical & Computer Engineering,1,6,3.22,4,18.1
C01377,2030,Undeclared,0,14,2.48,2.16,19.3
C00242,2030,Undeclared,1,16,3.7,3.14,16
C03004,2030,Undeclared,0,3,3.19,2.11,19.8
C01202,2030,Undeclared,1,27,1.94,3.83,13.9
C02185,2030,Undeclared,0,14,2.81,2,11
